"Data file recorded 2020/11/2  21:18:14"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
 80.000,  8.162,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.780,  6.000,-37.000, 47.000,-1049.000
 81.000,  8.264,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 76.000, 60.000, 79.000, 33.740,  6.000,-16.000, 12.000,-980.000
 82.000,  8.366,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.720,  6.000,-25.000,  0.000,-1082.000
 83.000,  8.468,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.770,  6.000,  3.000, -1.000,-1008.000
 84.000,  8.570,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.790,  6.000,-19.000, -9.000,-1012.000
 85.000,  8.672,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.690,  6.000,  0.000,-20.000,-1014.000
 86.000,  8.774,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 76.000, 60.000, 79.000, 33.790,  6.000,-35.000, 46.000,-1018.000
 87.000,  8.879,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.770,  7.000,-19.000,  0.000,-996.000
 88.000,  8.978,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.730,  7.000, 25.000,-47.000,-977.000
 89.000,  9.081,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.770,  7.000,  0.000,-16.000,-1022.000
 90.000,  9.182,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.760,  7.000,  1.000, 14.000,-959.000
 91.000,  9.235,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.730,  7.000, 13.000,-43.000,-1049.000
 92.000,  9.335,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 76.000, 60.000, 79.000, 33.720,  7.000, 24.000,-32.000,-957.000
 93.000,  9.437,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 76.000, 60.000, 79.000, 33.690,  7.000,-14.000,  5.000,-1048.000
 94.000,  9.539,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.870,  7.000,-19.000, -8.000,-1000.000
 95.000,  9.641,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.790,  7.000,  7.000,-29.000,-1036.000
 96.000,  9.743,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 78.000, 60.000, 79.000, 33.740,  7.000,-32.000, 42.000,-975.000
 97.000,  9.845,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 78.000, 60.000, 79.000, 33.760,  8.000,  0.000, -8.000,-998.000
 98.000,  9.947,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 78.000, 60.000, 79.000, 33.770,  8.000,-22.000, 12.000,-999.000
 99.000, 10.049,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 79.000, 60.000, 79.000, 33.770,  8.000,-37.000, 48.000,-1046.000
100.000, 10.151,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 79.000, 60.000, 79.000, 33.800,  8.000,  0.000, -1.000,-1023.000
101.000, 10.253,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 78.000, 60.000, 79.000, 33.840,  8.000,-18.000, 16.000,-1008.000
102.000, 10.355,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 79.000, 60.000, 79.000, 33.770,  8.000, -8.000,  6.000,-1017.000
103.000, 10.458,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 79.000, 60.000, 79.000, 33.790,  8.000,-16.000,-11.000,-1021.000
104.000, 10.559,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 78.000, 60.000, 79.000, 33.760,  8.000,-10.000, 11.000,-965.000
105.000, 10.661,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 80.000, 78.000, 60.000, 79.000, 33.780,  8.000,-23.000, 31.000,-1048.000
