"Data file recorded 2020/11/3  0:32:33"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
 81.000,  8.087,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 76.000, 70.000, 33.000, 37.170,  6.000,-21.000,  0.000,-978.000
 82.000,  8.187,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 78.000, 70.000, 33.000, 37.210,  6.000,-19.000, 26.000,-1029.000
 83.000,  8.289,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 77.000, 70.000, 33.000, 37.180,  6.000,  1.000,-24.000,-1028.000
 84.000,  8.390,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 77.000, 70.000, 33.000, 37.240,  7.000,-14.000, 21.000,-967.000
 85.000,  8.498,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 77.000, 70.000, 33.000, 37.240,  7.000, -9.000, -1.000,-1010.000
 86.000,  8.594,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 78.000, 70.000, 33.000, 37.260,  7.000,-20.000, -1.000,-1022.000
 87.000,  8.697,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 78.000, 70.000, 33.000, 37.310,  7.000,  0.000,  9.000,-968.000
 88.000,  8.798,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 78.000, 70.000, 33.000, 37.220,  7.000,-13.000,  9.000,-1000.000
 89.000,  8.900,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 79.000, 70.000, 33.000, 37.220,  7.000, 16.000,-33.000,-1021.000
 90.000,  9.002,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 79.000, 70.000, 33.000, 37.230,  7.000,  1.000, -3.000,-1001.000
 91.000,  9.104,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 80.000, 70.000, 33.000, 37.290,  7.000, -6.000,-18.000,-1015.000
 92.000,  9.207,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 79.000, 70.000, 33.000, 37.200,  7.000,  0.000, -8.000,-1025.000
 93.000,  9.308,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 79.000, 70.000, 33.000, 37.220,  7.000, -9.000,  0.000,-966.000
 94.000,  9.410,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 80.000, 70.000, 33.000, 37.260,  8.000,-14.000,  1.000,-947.000
 95.000,  9.512,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 80.000, 70.000, 33.000, 37.200,  8.000,  4.000,  6.000,-1038.000
 96.000,  9.614,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 80.000, 70.000, 33.000, 37.260,  8.000, 18.000,-18.000,-1025.000
 97.000,  9.716,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 81.000, 70.000, 33.000, 37.220,  8.000,-17.000, -7.000,-997.000
 98.000,  9.818,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 81.000, 70.000, 33.000, 37.250,  8.000,  5.000,  3.000,-969.000
 99.000,  9.921,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 76.000, 81.000, 70.000, 33.000, 37.290,  8.000,-15.000, 17.000,-989.000
100.000, 10.022,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 81.000, 70.000, 33.000, 37.280,  8.000, 10.000, -4.000,-993.000
101.000, 10.124,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 81.000, 70.000, 33.000, 37.110,  8.000, 26.000,-42.000,-1010.000
102.000, 10.226,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 81.000, 70.000, 33.000, 37.140,  8.000, -9.000, 18.000,-997.000
103.000, 10.328,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 82.000, 70.000, 33.000, 37.230,  8.000,-12.000, 31.000,-1014.000
104.000, 10.430,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 81.000, 70.000, 33.000, 37.190,  9.000,-12.000, 24.000,-1002.000
105.000, 10.534,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 82.000, 70.000, 33.000, 37.150,  9.000, -2.000, -5.000,-976.000
106.000, 10.635,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 82.000, 70.000, 33.000, 37.120,  9.000, 34.000,-25.000,-982.000
107.000, 10.736,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 83.000, 70.000, 33.000, 37.220,  9.000,-18.000, 49.000,-972.000
108.000, 10.839,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 83.000, 70.000, 33.000, 37.200,  9.000, -5.000, -5.000,-984.000
109.000, 10.941,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 82.000, 70.000, 33.000, 37.200,  9.000, -1.000, -3.000,-1020.000
110.000, 11.043,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 82.000, 70.000, 33.000, 37.280,  9.000,  6.000,-19.000,-1033.000
111.000, 11.145,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 82.000, 70.000, 33.000, 37.210,  9.000, -7.000,-25.000,-996.000
112.000, 11.248,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 83.000, 70.000, 33.000, 37.280,  9.000,-16.000, 16.000,-980.000
113.000, 11.350,-44.933,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 83.000, 70.000, 33.000, 37.220,  9.000, 12.000,-17.000,-943.000
114.000, 11.450,-48.618,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 83.000, 70.000, 33.000, 37.140, 10.000, 18.000,-23.000,-985.000
